City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,ko pha ngan,9.7578,-100.0291,299.53,77,100,1.45,TH,1694572621
360,los zacatones,22.95,102.05,293.99,39,40,10.57,MX,1694572621
361,sagua la grande,22.8067,80.0756,299.7,85,0,2.88,CU,1694572621
362,cole harbour,44.6724,63.4751,293.13,98,49,0.51,CA,1694572621
363,ketchikan,55.3422,131.6461,285.79,90,100,3.21,US,1694572621
364,oranjemund,-28.55,-16.4333,288.17,32,0,3.13,NA,1694572622
365,kimbe,-5.5502,-150.1429,303.43,65,72,2.85,PG,1694572623
366,fortuna,40.5982,124.1573,290.66,88,0,4.63,US,1694572623
367,bereket,39.2446,-55.5154,293.0,30,0,3.82,TM,1694572623
368,yigo village,13.5361,-144.8886,304.31,79,20,4.63,GU,1694572623
369,genhe,50.7833,-121.5167,286.85,37,62,3.29,CN,1694572623
370,mariahu,25.6167,-82.6167,303.13,74,100,0.24,IN,1694572624
371,babruysk,53.15,-29.2333,284.7,65,9,3.27,BY,1694572624
372,macusani,-14.0833,70.4333,275.78,92,99,2.04,PE,1694572624
373,las khorey,11.1595,-48.1967,306.02,51,53,3.8,SO,1694572624
374,nambucca heads,-30.65,-153.0,296.02,61,6,4.05,AU,1694572625
375,la ronge,55.1001,105.2842,292.27,59,75,4.12,CA,1694572625
376,talnakh,69.4865,-88.3972,277.71,93,100,5.51,RU,1694572625
377,zyrya,40.3661,-50.2917,291.2,62,100,8.33,AZ,1694572625
378,swakopmund,-22.6833,-14.5333,283.7,80,0,0.89,NA,1694572534
379,chibougamau,49.9168,74.3659,286.94,94,100,2.57,CA,1694572627
380,mostaganem,35.9311,-0.0892,297.25,68,100,2.43,DZ,1694572627
381,ust'-ilimsk,58.0006,-102.6619,286.48,52,99,2.22,RU,1694572627
382,nova vicosa,-17.8919,39.3719,295.4,82,0,3.01,BR,1694572628
383,chamical,-30.36,66.314,285.44,25,47,2.51,AR,1694572628
384,gonabad,34.3529,-58.6837,292.19,32,0,0.0,IR,1694572628
385,kaa-khem,51.6833,-94.7333,290.47,51,100,1.16,RU,1694572628
386,griffith,41.5284,87.4237,290.31,85,0,1.54,US,1694572629
387,mombetsu,44.3525,-143.3525,296.16,94,75,3.6,JP,1694572629
388,jianshui,23.6363,-102.8264,296.42,72,94,2.61,CN,1694572629
389,huaquillas,-3.4833,80.2333,299.28,73,100,1.54,EC,1694572589
390,gorontalo,0.5412,-123.0595,300.04,72,99,1.63,ID,1694572630
391,jefferson city,38.5767,92.1735,292.76,77,0,0.0,US,1694572630
392,am timan,11.0297,-20.2827,296.39,88,95,1.25,TD,1694572630
393,lagoa,39.05,27.9833,295.05,89,100,7.79,PT,1694572630
394,rawson,-43.3002,65.1023,282.6,53,17,4.13,AR,1694572630
395,keelung,25.1283,-121.7419,308.18,68,100,1.94,TW,1694572631
396,lerwick,60.1545,1.1494,278.15,67,18,3.82,GB,1694572631
397,akdepe,42.0551,-59.3788,287.2,41,2,3.85,TM,1694572631
398,kalmunai,7.4167,-81.8167,302.42,63,99,4.67,LK,1694572632
399,noyabrsk,63.1994,-75.4507,282.18,69,89,3.13,RU,1694572632
400,sikonge,-5.6333,-32.7667,294.94,58,2,2.83,TZ,1694572632
401,quebo,11.3333,14.9333,297.27,96,96,1.26,GW,1694572632
402,bathurst,-33.4166,-149.5806,293.69,48,0,0.45,AU,1694572632
403,zaozersk,69.4005,-32.4476,281.64,90,100,4.71,RU,1694572633
404,moscow,55.7522,-37.6156,284.47,69,0,1.82,RU,1694571950
405,labrador city,52.9463,66.9114,281.1,93,100,1.54,CA,1694572633
406,kiomboi,-4.2667,-34.3667,291.34,68,14,2.21,TZ,1694572633
407,oguta,5.7089,-6.8103,295.96,98,100,0.72,NG,1694572634
408,tazovsky,67.4667,-78.7,282.02,64,100,6.25,RU,1694572634
409,vadso,70.0744,-29.7487,281.24,71,75,0.0,NO,1694572634
410,cockburn town,21.4612,71.1419,302.21,78,64,7.89,TC,1694572634
411,hiratacho,35.4333,-132.8167,303.16,70,75,2.57,JP,1694572634
412,saint-pierre,-21.3393,-55.4781,295.97,64,100,1.54,RE,1694572635
413,vila velha,-20.3297,40.2925,295.12,89,0,3.09,BR,1694572408
414,sinabang,2.4803,-96.3801,301.16,78,99,3.61,ID,1694572635
415,laminusa,5.5549,-120.9136,301.06,76,97,6.58,PH,1694572635
416,la passe,45.5549,0.8967,292.58,78,100,3.57,FR,1694572635
417,yelizovo,53.1873,-158.3805,286.23,93,75,2.0,RU,1694572636
418,tannum sands,-23.9504,-151.3693,298.09,38,40,5.66,AU,1694572636
419,panaba,21.2833,88.2667,298.66,94,40,3.76,MX,1694572636
420,nemuro,43.3236,-145.575,292.83,96,100,3.88,JP,1694572636
421,palikir - national government center,6.9248,-158.1611,303.62,79,100,3.09,FM,1694572637
422,huamachuco,-7.8,78.0667,285.61,73,96,1.24,PE,1694572637
423,pindi gheb,33.2402,-72.2661,306.15,42,0,4.26,PK,1694572637
424,pangkalpinang,-2.1333,-106.1333,303.52,59,20,4.95,ID,1694572638
425,kropotkin,45.4375,-40.5756,285.63,49,7,0.36,RU,1694572638
426,jinchang,38.4953,-102.1739,298.78,17,0,3.47,CN,1694572638
427,hongqiao,26.7684,-112.1081,294.31,90,100,3.2,CN,1694572638
428,novo lino,-8.915,35.6467,293.56,98,34,1.28,BR,1694572639
429,alamogordo,32.8995,105.9603,293.6,82,40,3.09,US,1694572623
430,elliot lake,46.3834,82.6331,281.8,89,99,3.53,CA,1694572639
431,new norfolk,-42.7826,-147.0587,290.88,33,100,3.0,AU,1694572640
432,dakoro,14.5106,-6.765,300.54,63,100,5.72,NE,1694572645
433,ceeldheer,3.8488,-47.1806,297.8,89,55,6.02,SO,1694572645
434,weno,7.4515,-151.8468,307.12,66,75,2.57,FM,1694572645
435,nuku'alofa,-21.1333,175.2,300.34,69,20,6.17,TO,1694572645
436,luanda,-8.8368,-13.2343,294.15,88,75,2.06,AO,1694572598
437,araguaina,-7.1911,48.2072,300.58,35,4,2.05,BR,1694572646
438,gazojak,41.1875,-61.4036,290.66,40,0,5.81,TM,1694572646
439,mil'kovo,55.6078,-37.7956,284.45,78,1,1.84,RU,1694572646
440,magadan,59.5667,-150.8,280.67,94,100,4.58,RU,1694572445
441,kristiansund,63.1115,-7.732,281.51,81,100,6.69,NO,1694572647
442,bengkulu,-3.8004,-102.2655,300.66,68,10,3.02,ID,1694572647
443,kresttsy,58.2452,-32.5165,285.85,88,32,2.92,RU,1694572647
444,uttar char fasson,22.2332,-90.7132,301.69,81,100,9.72,BD,1694572647
445,inhambane,-23.865,-35.3833,293.09,72,99,8.34,MZ,1694572648
446,leava,-14.3,178.1667,300.48,78,12,7.77,WF,1694572648
447,petropavlovsk-kamchatsky,53.0452,-158.6483,285.48,94,75,2.0,RU,1694572648
448,helena valley west central,46.6629,112.0604,294.55,52,56,0.45,US,1694572648
449,douglas,41.3,96.167,292.77,61,0,0.0,US,1694572648
450,puerto penasco,31.3167,113.5333,304.15,69,8,2.34,MX,1694572420
451,mandalgovi,45.7625,-106.2708,292.23,27,91,2.21,MN,1694572649
452,minas de marcona,-15.2119,75.1103,285.05,87,49,6.87,PE,1694572649
453,barranca,-10.75,77.7667,291.16,82,77,4.58,PE,1694572649
454,tshikapa,-6.4167,-20.8,297.26,63,65,0.99,CD,1694572649
455,ialibu,-6.2821,-143.9935,288.33,93,95,1.23,PG,1694572650
456,fort mcmurray,56.7268,111.381,292.88,55,20,1.54,CA,1694572511
457,mawlamyinegyunn,16.3833,-95.2667,298.24,93,100,4.06,MM,1694572650
458,dalandzadgad,43.5708,-104.425,297.68,20,75,5.8,MN,1694572650
459,beyla,8.6833,8.6333,293.3,97,84,0.61,GN,1694572650
460,carthage,36.8611,-10.3316,298.89,61,20,3.09,TN,1694572592
461,gadzhiyevo,69.2551,-33.3362,282.18,93,100,6.21,RU,1694572651
462,caldwell,43.6629,116.6874,300.23,40,0,0.0,US,1694572517
463,gucheng chengguanzhen,32.266,-111.6348,299.03,67,78,1.49,CN,1694572651
464,grand falls-windsor,48.9332,55.6649,286.21,94,100,1.92,CA,1694572450
465,milove,49.3787,-40.1302,283.57,64,98,2.28,UA,1694572652
466,pangody,65.85,-74.4859,283.61,58,84,4.42,RU,1694572652
467,fale old settlement,-9.3852,171.2468,301.59,75,14,5.72,TK,1694572652
468,susangerd,31.5608,-48.1831,306.93,15,0,3.86,IR,1694572652
469,saint-jean-de-monts,46.7833,2.0667,289.38,83,12,4.55,FR,1694572653
470,errachidia,31.9275,4.4285,299.18,22,0,1.54,MA,1694572653
471,i-n-salah,27.1935,-2.4607,305.6,19,12,4.93,DZ,1694572653
472,sernur,56.9333,-49.1536,283.44,82,47,2.79,RU,1694572653
473,akureyri,65.6835,18.0878,273.11,86,0,2.06,IS,1694572653
474,acu,-5.5767,36.9086,297.8,75,0,5.35,BR,1694572654
475,filingue,14.3521,-3.3168,300.57,74,84,9.42,NE,1694572654
476,tinajo,29.0788,13.7081,295.64,78,0,3.6,ES,1694572654
477,south venice,27.0531,82.4243,303.16,86,0,2.06,US,1694572654
478,selfoss,63.9331,20.9971,280.29,77,100,3.62,IS,1694572655
479,tsiombe,-25.3,-45.4833,294.25,83,74,3.61,MG,1694572655
480,polyarnyy,69.1989,-33.4478,282.41,94,100,5.98,RU,1694572400
481,fraserburgh,57.6874,2.0184,277.83,71,17,2.63,GB,1694572655
482,troy,42.6056,83.1499,290.12,88,40,0.0,US,1694572534
483,pawni,20.7833,-79.6333,299.11,84,99,4.48,IN,1694572656
484,igaci,-9.5369,36.6336,292.44,98,19,1.39,BR,1694572656
485,ha'il,27.5219,-41.6907,303.16,16,0,1.03,SA,1694572656
486,lysogorskaya,44.1064,-43.2756,286.9,67,17,1.89,RU,1694572656
487,kutum,14.2,-24.6667,296.09,72,100,2.59,SD,1694572657
488,kabo,7.6994,-18.629,295.09,97,90,1.09,CF,1694572657
489,kudahuvadhoo,2.6708,-72.8944,301.32,77,35,3.2,MV,1694572657
490,andergrove,-21.0833,-149.1833,298.51,54,0,9.09,AU,1694572657
491,levuka,50.1834,105.4011,291.05,38,66,4.56,CA,1694572658
492,beira,-19.8436,-34.8389,295.2,94,75,3.09,MZ,1694572658
493,tughyl,47.7252,-84.2063,290.52,57,10,0.68,KZ,1694572658
494,ostersund,63.1792,-14.6357,281.4,76,75,6.17,SE,1694572658
495,roxas,11.5853,-122.7511,303.79,65,59,1.75,PH,1694572558
496,inirida,3.8653,67.9239,295.99,98,100,0.78,CO,1694572659
497,palu,-0.8917,-119.8707,303.21,62,76,0.5,ID,1694572382
498,meldorf,54.0918,-9.0687,289.32,84,100,5.55,DE,1694572659
499,khalkhal,37.6189,-48.5258,284.38,85,10,2.29,IR,1694572660
500,derbent,42.0678,-48.2899,290.04,80,100,2.85,RU,1694572660
501,mount isa,-20.7333,-139.5,301.02,20,0,5.66,AU,1694572660
502,sosnovyy bor,59.9,-29.1167,289.64,76,69,5.73,RU,1694572661
503,novokhopersk,51.0969,-41.6252,284.2,82,99,2.09,RU,1694572661
504,den burg,53.0542,-4.7972,291.48,95,100,2.57,NL,1694572661
505,lowestoft,52.4752,-1.7516,288.29,89,100,9.15,GB,1694572404
506,talcahuano,-36.7167,73.1167,282.97,87,20,2.06,CL,1694572662
507,buka,40.8108,-69.1986,291.84,31,0,1.13,UZ,1694572662
508,sosnovaya polyana,59.8353,-30.1467,289.23,88,0,3.13,RU,1694572662
509,xanthi,41.1414,-24.8836,294.16,59,0,1.63,GR,1694572663
510,nantucket,41.2835,70.0995,296.18,100,100,2.06,US,1694572579
511,thurso,58.5927,3.5259,276.29,75,36,1.03,GB,1694572663
512,lander,42.833,108.7307,295.37,41,20,4.63,US,1694572663
513,ljusdal,61.8288,-16.0913,279.85,92,77,1.84,SE,1694572663
514,takhatgarh,25.3333,-73.0,300.09,76,100,6.01,IN,1694572664
515,zhob,31.3411,-69.4481,300.18,31,0,0.12,PK,1694572664
516,ruteng,-8.6136,-120.4721,297.83,48,9,0.32,ID,1694572664
517,fada,9.5667,-8.3,292.25,99,81,1.77,NG,1694572664
518,northam,51.0333,4.2167,290.54,86,96,3.68,GB,1694572665
519,ushtobe,45.2514,-77.9838,292.9,32,0,5.72,KZ,1694572665
520,siauliai,55.9333,-23.3167,287.16,100,24,1.03,LT,1694572665
521,mersing,2.4312,-103.8405,300.1,94,40,1.54,MY,1694572665
522,syktyvkar,61.6764,-50.8099,278.0,100,100,2.0,RU,1694572665
523,sao miguel do araguaia,-13.275,50.1628,302.95,30,43,2.32,BR,1694572666
524,olinda,-8.0089,34.8553,299.0,78,40,6.17,BR,1694572666
525,tshabong,-26.05,-22.45,282.25,49,0,4.97,BW,1694572666
526,east ballina,-28.8667,-153.5833,296.93,63,0,4.61,AU,1694572608
527,leua,48.2156,-18.6071,291.76,55,74,2.14,SK,1694572667
528,arkhangel'sk,64.5401,-40.5433,285.02,85,98,4.55,RU,1694572646
529,pyt-yakh,60.7499,-72.8582,285.74,74,99,1.29,RU,1694572667
530,nizao,18.25,70.2,298.19,85,100,2.42,DO,1694572667
531,kruisfontein,-34.0033,-24.7314,280.09,88,2,2.79,ZA,1694572668
532,kununurra,-15.7667,-128.7333,305.14,29,56,6.17,AU,1694572668
533,sittwe,20.15,-92.9,299.55,93,99,7.2,MM,1694572668
534,spring grove,42.4436,88.2365,289.05,83,72,2.1,US,1694572668
535,timimoun,29.2639,-0.231,304.36,30,20,5.14,DZ,1694572669
536,mount gambier,-37.8333,-140.7667,296.45,35,78,2.9,AU,1694572669
537,perry,37.2506,83.1999,295.25,97,79,1.12,US,1694572593
538,abu,24.6,-72.7,293.4,80,95,3.54,IN,1694572669
539,brookings,44.3114,96.7984,288.15,58,0,3.09,US,1694572669
540,pollau,47.3,-15.8333,290.59,100,42,2.01,AT,1694572670
541,kinkala,-4.3614,-14.7644,295.56,75,6,1.7,CG,1694572670
542,lorengau,-2.0226,-147.2712,302.25,71,31,3.69,PG,1694572670
543,elverum,60.8819,-11.5623,279.94,96,26,1.89,NO,1694572670
544,kitimat,54.0524,128.6534,286.36,99,100,3.58,CA,1694572670
545,coihueco,-36.6167,71.8333,280.56,87,0,1.03,CL,1694572671
546,port moresby,-9.4431,-147.1797,303.83,55,40,10.29,PG,1694572671
547,chernyshevskiy,63.0128,-112.4714,281.21,93,100,4.77,RU,1694572671
548,kibaya,-5.3,-36.5667,289.8,81,100,3.0,TZ,1694572671
549,angaur state,6.906,-134.13,301.69,74,61,5.13,PW,1694572671
550,santo angelo,-28.2992,54.2631,291.44,92,40,4.7,BR,1694572672
551,novodvinsk,64.4165,-40.8122,284.26,87,76,4.36,RU,1694572672
552,tazacorte,28.629,17.9293,296.69,69,40,3.09,ES,1694572672
